row_index,dataset,confidence_mean,accuracy_mean
123,flowers,0.398299758149653,0.4893617021276595
124,flowers,1.0,1.0
125,dmc,0.5333797431270989,0.4039735099337748
126,cars,0.3186147462130004,0.5465116279069767
127,dmc,0.7147739640420526,0.6604166666666667
128,flowers,0.4046096751916896,0.9
129,dmc,0.4999938256140176,0.4836065573770491
130,cars,0.3818579895991488,0.0882882882882882
131,dmc,0.533182039740654,0.9034749034749034
132,dmc,0.6410795234766026,0.359375
133,dmc,0.5281349550862368,0.8443579766536965
134,dmc,0.4452427069786915,0.5589285714285714
135,dmc,0.4817179030411107,0.6525096525096525
136,flowers,0.4046096751916896,0.9
137,flowers,0.4139289189611607,1.0
138,dmc,0.4620541494216335,0.6194852941176471
139,flowers,0.4043690060863705,1.0
140,dmc,0.4863735971480519,0.7439024390243902
141,cars,0.3972031771032169,0.5520833333333334
142,cars,0.3500991241474366,0.5736906211936662
143,dmc,0.6502259750891782,0.6020833333333333
144,flowers,0.3775658356713852,0.9
145,flowers,0.2638509112953515,0.25
146,dmc,0.6637857327273459,0.585
147,cars,1.0,0.5906432748538012
148,flowers,0.8448987019875539,1.0
149,dmc,0.8733830078060928,0.640625
150,dmc,1.0,0.6023166023166023
151,flowers,0.3466616407937998,0.2
152,cars,1.0,0.7988826815642458
153,flowers,0.832045975446865,1.0
154,flowers,0.3993902993820635,0.9
155,flowers,0.8363543707070487,0.7692307692307693
156,flowers,0.3921987049289962,0.9
157,dmc,0.4711427468907116,0.6970954356846473
158,flowers,1.0,0.6
159,cars,0.5671502205394882,0.8937329700272479
160,cars,0.5464534936206025,0.4204545454545454
161,dmc,0.4885353437747008,0.6145454545454545
162,dmc,0.846779837373267,0.3675496688741722
163,dmc,0.4434693864356166,0.5168067226890757
164,dmc,0.450677961128063,0.2203703703703703
165,cars,0.8920264804074312,0.6741573033707865
166,cars,0.3795889790602135,0.7423312883435583
167,dmc,0.3737625335410428,0.2574525745257452
168,flowers,1.0,1.0
169,flowers,0.3707613327327764,0.6
170,flowers,0.9163481608282849,0.7272727272727273
171,cars,0.3852332002536912,0.722972972972973
172,cars,0.3125596603472928,0.6419753086419753
173,dmc,1.0,0.7470817120622568
174,dmc,0.5057470963431744,0.8358778625954199
175,cars,0.3650516960240298,0.695
176,dmc,0.4342390594989662,0.3161764705882353
177,flowers,0.3909052240832742,1.0
178,dmc,0.497340998905395,0.4889705882352941
179,cars,1.0,0.7931034482758621
180,cars,0.363848320796489,0.6089385474860335
181,dmc,0.3951186207048619,0.6745454545454546
182,flowers,1.0,1.0
183,flowers,0.3913606877541893,1.0
184,cars,0.3299958339110529,0.6317365269461078
185,flowers,0.7854583260927975,0.9285714285714286
186,flowers,0.4036737931651323,0.7777777777777778
187,dmc,0.4295474879427902,0.2377049180327868
188,flowers,0.401615391220263,1.0
189,flowers,0.4046096751916896,0.6666666666666666
190,dmc,0.5634347172851789,0.8192771084337349
191,cars,0.8777587892633768,0.6216216216216216
192,flowers,0.329122443514412,1.0
193,dmc,0.7941483525290336,0.7246753246753247
194,dmc,1.0,0.5896414342629482
195,cars,0.9417755685693824,0.6185567010309279
196,flowers,0.3875521445938106,0.9
197,flowers,0.4024770274690239,1.0
198,flowers,0.3728919150574682,1.0
199,flowers,0.7199878406507951,0.6428571428571429
200,dmc,0.585050966110663,0.5788643533123028
201,dmc,0.5423458356148109,0.7126436781609196
202,flowers,0.95110155975091,0.8181818181818182
203,dmc,0.5714729298613965,0.5268022181146026
204,flowers,0.7525542089432062,0.4666666666666667
205,flowers,1.0,0.5
206,flowers,0.910352859543335,0.9166666666666666
207,dmc,0.6655165793976484,0.5280373831775701
208,flowers,0.3958649912750298,0.6
209,dmc,0.5701701573358879,0.4797891036906854
